site,cluster,node,architecture,cpu_model,cpu_microarchitecture,cpu_count,cores,ram_gb,gpu_model,network_max_gbps,storage_device_count
grenoble,chartreuse2,chartreuse2-1,x86_64,Intel Xeon,Broadwell,2,20,32.0,None,10.0,1
grenoble,chartreuse2,chartreuse2-2,x86_64,Intel Xeon,Broadwell,2,20,32.0,None,10.0,1
grenoble,chartreuse2,chartreuse2-3,x86_64,Intel Xeon,Broadwell,2,20,32.0,None,10.0,1
grenoble,chartreuse2,chartreuse2-4,x86_64,Intel Xeon,Broadwell,2,20,32.0,None,10.0,1
grenoble,chartreuse3,chartreuse3-1,x86_64,Intel Xeon,Haswell,2,16,64.0,None,10.0,1
grenoble,chartreuse3,chartreuse3-2,x86_64,Intel Xeon,Haswell,2,16,64.0,None,10.0,1
grenoble,chartreuse3,chartreuse3-3,x86_64,Intel Xeon,Haswell,2,16,64.0,None,10.0,1
grenoble,chartreuse3,chartreuse3-4,x86_64,Intel Xeon,Haswell,2,16,64.0,None,10.0,1
grenoble,chartreuse4,chartreuse4-1,x86_64,Intel Xeon,Skylake-SP,2,28,96.0,None,10.0,1
grenoble,chartreuse4,chartreuse4-2,x86_64,Intel Xeon,Skylake-SP,2,28,96.0,None,10.0,1
grenoble,chartreuse4,chartreuse4-3,x86_64,Intel Xeon,Skylake-SP,2,28,96.0,None,10.0,1
grenoble,chartreuse4,chartreuse4-4,x86_64,Intel Xeon,Skylake-SP,2,28,96.0,None,10.0,1
grenoble,chartreuse6,chartreuse6-1,x86_64,Intel Xeon,Skylake-SP,2,32,128.0,None,10.0,2
grenoble,chartreuse6,chartreuse6-2,x86_64,Intel Xeon,Skylake-SP,2,32,128.0,None,10.0,2
grenoble,chartreuse6,chartreuse6-3,x86_64,Intel Xeon,Skylake-SP,2,32,128.0,None,10.0,2
grenoble,chartreuse6,chartreuse6-4,x86_64,Intel Xeon,Skylake-SP,2,32,128.0,None,10.0,2
grenoble,chartreuse7,chartreuse7-1,x86_64,Intel Xeon,Sapphire Rapids,2,88,1024.0,None,10.0,1
grenoble,dahu,dahu-1,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-10,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-11,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-12,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-13,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-14,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-15,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-16,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-17,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-18,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,10.0,3
grenoble,dahu,dahu-19,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-2,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-20,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-21,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-22,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-23,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-24,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-25,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-26,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,10.0,3
grenoble,dahu,dahu-27,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-28,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-29,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-3,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-30,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,10.0,3
grenoble,dahu,dahu-31,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-32,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-4,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-5,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-6,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-7,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-8,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,dahu,dahu-9,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,3
grenoble,drac,drac-10,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,drac,drac-11,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,drac,drac-12,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,drac,drac-2,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,drac,drac-3,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,drac,drac-7,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,drac,drac-8,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,drac,drac-9,ppc64le,POWER8NVL,POWER8,2,20,128.0,None,100.0,2
grenoble,kinovis,kinovis-1,x86_64,Intel Xeon,Sapphire Rapids,2,48,256.0,None,100.0,8
grenoble,kinovis,kinovis-2,x86_64,Intel Xeon,Sapphire Rapids,2,48,256.0,None,100.0,8
grenoble,kinovis,kinovis-3,x86_64,Intel Xeon,Sapphire Rapids,2,48,256.0,None,100.0,8
grenoble,kinovis,kinovis-4,x86_64,Intel Xeon,Sapphire Rapids,2,48,256.0,None,100.0,8
grenoble,kinovis,kinovis-5,x86_64,Intel Xeon,Sapphire Rapids,2,48,256.0,None,100.0,8
grenoble,kinovis,kinovis-6,x86_64,Intel Xeon,Sapphire Rapids,2,48,256.0,None,100.0,8
grenoble,sasquatch,sasquatch-1,aarch64,Unknown,Ares,1,80,1024.0,None,25.0,1
grenoble,sasquatch,sasquatch-2,aarch64,Unknown,Ares,1,80,1024.0,None,25.0,1
grenoble,servan,servan-1,x86_64,AMD EPYC,Zen 2,2,48,128.0,None,100.0,2
grenoble,servan,servan-2,x86_64,AMD EPYC,Zen 2,2,48,128.0,None,100.0,2
grenoble,troll,troll-1,x86_64,Intel Xeon,Cascade Lake-SP,2,32,384.0,None,100.0,2
grenoble,troll,troll-2,x86_64,Intel Xeon,Cascade Lake-SP,2,32,384.0,None,100.0,2
grenoble,troll,troll-3,x86_64,Intel Xeon,Cascade Lake-SP,2,32,384.0,None,100.0,2
grenoble,troll,troll-4,x86_64,Intel Xeon,Cascade Lake-SP,2,32,384.0,None,100.0,2
grenoble,vercors10,vercors10-1,x86_64,Intel Xeon,Broadwell,2,8,64.0,None,10.0,1
grenoble,vercors10,vercors10-2,x86_64,Intel Xeon,Broadwell,2,8,64.0,None,10.0,1
grenoble,vercors10,vercors10-3,x86_64,Intel Xeon,Broadwell,2,8,64.0,None,10.0,1
grenoble,vercors11,vercors11-1,x86_64,Intel Xeon,Skylake-SP,2,8,96.0,None,10.0,1
grenoble,vercors12,vercors12-1,x86_64,Intel Xeon,Skylake-SP,2,8,64.0,None,10.0,1
grenoble,vercors12,vercors12-2,x86_64,Intel Xeon,Skylake-SP,2,8,64.0,None,10.0,1
grenoble,vercors12,vercors12-3,x86_64,Intel Xeon,Skylake-SP,2,8,64.0,None,10.0,1
grenoble,vercors13,vercors13-1,x86_64,Intel Xeon,Cascade Lake-SP,2,48,192.0,None,10.0,2
grenoble,vercors14,vercors14-1,x86_64,Intel Xeon,Sapphire Rapids,2,64,256.0,None,10.0,2
grenoble,vercors14,vercors14-2,x86_64,Intel Xeon,Sapphire Rapids,2,64,256.0,None,10.0,2
grenoble,vercors14,vercors14-3,x86_64,Intel Xeon,Sapphire Rapids,2,64,256.0,None,10.0,2
grenoble,vercors14,vercors14-4,x86_64,Intel Xeon,Sapphire Rapids,2,64,256.0,None,10.0,2
grenoble,vercors16,vercors16-1,x86_64,Intel Xeon,Sapphire Rapids,2,88,512.0,None,10.0,1
grenoble,vercors17,vercors17-1,x86_64,Intel Xeon,Sapphire Rapids,2,88,512.0,None,10.0,1
grenoble,vercors18,vercors18-1,x86_64,Intel Xeon,Granite Rapids,2,48,512.0,None,25.0,2
grenoble,vercors18,vercors18-2,x86_64,Intel Xeon,Granite Rapids,2,48,512.0,None,25.0,2
grenoble,vercors18,vercors18-3,x86_64,Intel Xeon,Granite Rapids,2,48,512.0,None,25.0,2
grenoble,vercors2,vercors2-1,x86_64,Intel Xeon,Broadwell,2,20,64.0,None,1.0,2
grenoble,vercors2,vercors2-2,x86_64,Intel Xeon,Broadwell,2,20,64.0,None,1.0,2
grenoble,vercors3,vercors3-1,x86_64,Intel Xeon,Skylake-SP,2,20,96.0,None,10.0,2
grenoble,vercors3,vercors3-2,x86_64,Intel Xeon,Skylake-SP,2,20,96.0,None,10.0,2
grenoble,vercors4,vercors4-1,x86_64,Intel Xeon,Skylake-SP,2,20,96.0,None,10.0,2
grenoble,vercors4,vercors4-2,x86_64,Intel Xeon,Skylake-SP,2,20,96.0,None,10.0,2
grenoble,vercors4,vercors4-3,x86_64,Intel Xeon,Skylake-SP,2,20,96.0,None,10.0,2
grenoble,vercors5,vercors5-1,x86_64,Intel Xeon,Cascade Lake-SP,2,40,384.0,None,1.0,2
grenoble,vercors7,vercors7-1,x86_64,Intel Xeon,Cascade Lake-SP,2,24,96.0,None,10.0,2
grenoble,vercors7,vercors7-2,x86_64,Intel Xeon,Cascade Lake-SP,2,24,96.0,None,10.0,2
grenoble,vercors8,vercors8-1,x86_64,Intel Xeon,Cascade Lake-SP,2,24,96.0,None,10.0,2
grenoble,vercors8,vercors8-2,x86_64,Intel Xeon,Cascade Lake-SP,2,24,96.0,None,10.0,2
grenoble,vercors9,vercors9-1,x86_64,Intel Xeon,Haswell,2,8,64.0,None,1.0,1
grenoble,vercors9,vercors9-2,x86_64,Intel Xeon,Haswell,2,8,64.0,None,1.0,1
grenoble,vercors9,vercors9-3,x86_64,Intel Xeon,Haswell,2,8,64.0,None,1.0,1
grenoble,vercors9,vercors9-4,x86_64,Intel Xeon,Haswell,2,8,64.0,None,1.0,1
grenoble,vercors9,vercors9-5,x86_64,Intel Xeon,Haswell,2,8,64.0,None,1.0,1
grenoble,vercors9,vercors9-6,x86_64,Intel Xeon,Haswell,2,8,64.0,None,1.0,1
grenoble,vercors9,vercors9-7,x86_64,Intel Xeon,Haswell,2,8,64.0,None,1.0,1
grenoble,yeti,yeti-1,x86_64,Intel Xeon,Skylake-SP,4,64,768.0,None,100.0,5
grenoble,yeti,yeti-2,x86_64,Intel Xeon,Skylake-SP,4,64,768.0,None,100.0,6
grenoble,yeti,yeti-3,x86_64,Intel Xeon,Skylake-SP,4,64,768.0,None,100.0,5
grenoble,yeti,yeti-4,x86_64,Intel Xeon,Skylake-SP,4,64,768.0,None,100.0,6
lille,chiclet,chiclet-1,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,3
lille,chiclet,chiclet-2,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,3
lille,chiclet,chiclet-3,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,3
lille,chiclet,chiclet-4,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,3
lille,chiclet,chiclet-5,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,3
lille,chiclet,chiclet-6,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,3
lille,chiclet,chiclet-7,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,3
lille,chiclet,chiclet-8,x86_64,AMD EPYC,Zen,2,32,128.0,None,25.0,2
lille,chifflot,chifflot-1,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chifflot,chifflot-2,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chifflot,chifflot-3,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chifflot,chifflot-4,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chifflot,chifflot-5,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chifflot,chifflot-6,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chifflot,chifflot-7,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chifflot,chifflot-8,x86_64,Intel Xeon,Skylake-SP,2,24,192.0,None,25.0,6
lille,chirop,chirop-1,x86_64,Intel Xeon,Ice Lake-SP,2,64,512.0,None,25.0,3
lille,chirop,chirop-2,x86_64,Intel Xeon,Ice Lake-SP,2,64,512.0,None,25.0,3
lille,chirop,chirop-3,x86_64,Intel Xeon,Ice Lake-SP,2,64,512.0,None,25.0,3
lille,chirop,chirop-4,x86_64,Intel Xeon,Ice Lake-SP,2,64,512.0,None,25.0,3
lille,chirop,chirop-5,x86_64,Intel Xeon,Ice Lake-SP,2,64,512.0,None,25.0,3
lille,chuc,chuc-1,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
lille,chuc,chuc-2,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
lille,chuc,chuc-3,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
lille,chuc,chuc-4,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
lille,chuc,chuc-5,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
lille,chuc,chuc-6,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
lille,chuc,chuc-7,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
lille,chuc,chuc-8,x86_64,AMD EPYC,Zen 3,1,32,512.0,None,25.0,4
louvain,spirou,spirou-1,x86_64,Intel Xeon,Ice Lake-SP,2,48,256.0,None,100.0,2
louvain,spirou,spirou-2,x86_64,Intel Xeon,Ice Lake-SP,2,48,256.0,None,100.0,2
louvain,spirou,spirou-3,x86_64,Intel Xeon,Ice Lake-SP,2,48,256.0,None,100.0,2
